temp,tod,season,pressure,humidity,dew_pt,clouds,wind_speed,wind_deg,4020824211773201175
0.6468186741466937,0.8260869565217391,0.8901098901098901,0.9893307468477207,0.56,0.9536833280938907,0.94,0.29260450160771706,0.4361111111111111,47.3
0.6615658066487072,0.8695652173913043,0.8901098901098901,0.988360814742968,0.55,0.9546613573649096,0.96,0.2658092175777063,0.4444444444444444,47.86
0.670814008387258,0.9130434782608695,0.8901098901098901,0.988360814742968,0.56,0.9567571343742359,0.96,0.255091103965702,0.4222222222222222,47.97
0.6773127447440777,0.9565217391304348,0.8901098901098901,0.9873908826382153,0.59,0.9587830521499179,0.93,0.26473740621650593,0.39166666666666666,46.74
0.6370705696114645,1.0,0.8901098901098901,0.9873908826382153,0.67,0.9592720667854273,0.94,0.24866023579849944,0.375,45.39
0.610575721387508,0.0,0.9010989010989011,0.988360814742968,0.69,0.9572810786265674,0.95,0.24758842443729903,0.4027777777777778,45.05
0.5985780542672259,0.043478260869565216,0.9010989010989011,0.988360814742968,0.71,0.9565824862901253,1.0,0.202572347266881,0.44722222222222224,43.92
0.5938289776987808,0.08695652173913043,0.9010989010989011,0.9893307468477207,0.71,0.9566872751405916,1.0,0.18756698821007503,0.5305555555555556,42.24
0.5713333518482517,0.13043478260869565,0.9010989010989011,0.9893307468477207,0.76,0.9562331901219042,0.94,0.18756698821007503,0.5277777777777778,40.21
0.5323409337073347,0.17391304347826086,0.9010989010989011,0.9893307468477207,0.84,0.9559188235705054,0.74,0.15862808145766344,0.5444444444444444,34.81
0.5205932179853918,0.21739130434782608,0.9010989010989011,0.9893307468477207,0.87,0.9560236124209717,0.61,0.16720257234726688,0.6222222222222222,32.45
0.512594773238537,0.2608695652173913,0.9010989010989011,0.9893307468477207,0.89,0.9563379789723707,0.52,0.20685959271168275,0.6166666666666667,31.1
0.5063459882800566,0.30434782608695654,0.9010989010989011,0.9893307468477207,0.91,0.9564427678228369,0.12,0.22508038585209003,0.6138888888888889,29.52
0.49934734912655876,0.34782608695652173,0.9010989010989011,0.988360814742968,0.92,0.9557441754863949,0.21,0.19185423365487675,0.6694444444444444,27.5
0.499597300524898,0.391304347826087,0.9010989010989011,0.988360814742968,0.92,0.9559188235705054,0.44,0.20364415862808144,0.6555555555555556,26.71
0.4963479323464882,0.43478260869565216,0.9010989010989011,0.988360814742968,0.92,0.9554647385518181,0.43,0.19506966773847803,0.6583333333333333,26.94
0.4945982725581138,0.4782608695652174,0.9010989010989011,0.988360814742968,0.92,0.9550805127667749,0.38,0.19614147909967847,0.6583333333333333,25.7
0.5023467659066293,0.5217391304347826,0.9010989010989011,0.988360814742968,0.91,0.9559188235705054,0.33,0.1982851018220793,0.6416666666666667,26.83
0.5743327686283223,0.5652173913043478,0.9010989010989011,0.988360814742968,0.81,0.9600055887386914,0.6,0.17256162915326903,0.6194444444444445,32.0
0.6493181881300858,0.6086956521739131,0.9010989010989011,0.9873908826382153,0.72,0.9641272835236996,0.34,0.21007502679528403,0.5861111111111111,45.72
0.7093065237314967,0.6521739130434783,0.9010989010989011,0.9873908826382153,0.65,0.967655174822732,0.25,0.28510182207931406,0.5444444444444444,52.81
0.7582969978059821,0.6956521739130435,0.9010989010989011,0.98545101842871,0.6,0.9697160222152362,0.19,0.39228295819935693,0.5333333333333333,56.19
0.7962896103535424,0.7391304347826086,0.9010989010989011,0.9844810863239574,0.55,0.9704495441685004,0.15,0.4523043944265809,0.5416666666666666,60.57
0.8250340211625518,0.782608695652174,0.9010989010989011,0.9835111542192047,0.5,0.9697509518320583,0.14,0.4908896034297964,0.5611111111111111,62.71
0.8385313966728692,0.8260869565217391,0.9010989010989011,0.9825412221144519,0.48,0.9695064445143036,0.02,0.5594855305466238,0.5722222222222222,65.19
0.8392812508678869,0.8695652173913043,0.9010989010989011,0.9815712900096993,0.49,0.9703447553180341,0.12,0.5884244372990354,0.5611111111111111,67.66
0.8315327575193713,0.9130434782608695,0.9010989010989011,0.9806013579049466,0.53,0.9732788431310907,0.19,0.5712754555198285,0.5333333333333333,67.21
0.7962896103535424,0.9565217391304348,0.9010989010989011,0.9806013579049466,0.61,0.9758636347759264,0.39,0.5026795284030011,0.5055555555555555,66.31
0.7298025383953121,1.0,0.9010989010989011,0.9806013579049466,0.73,0.9760732124768591,0.51,0.37513397642015006,0.4888888888888889,58.78
0.6748132307606854,0.0,0.9120879120879121,0.9806013579049466,0.82,0.9741171539348212,0.59,0.30439442658092175,0.5416666666666666,54.5
0.6578165356736191,0.043478260869565216,0.9120879120879121,0.9806013579049466,0.85,0.973697998532956,1.0,0.25187566988210075,0.5805555555555556,51.35
0.6455689171549978,0.08695652173913043,0.9120879120879121,0.979631425800194,0.87,0.973348702364735,1.0,0.23579849946409434,0.5805555555555556,46.63
0.6375704724081429,0.13043478260869565,0.9120879120879121,0.9786614936954413,0.89,0.9733137727479128,1.0,0.2465166130760986,0.5527777777777778,48.54
0.6293220762629489,0.17391304347826086,0.9120879120879121,0.9776915615906887,0.91,0.973348702364735,1.0,0.2282958199356913,0.5777777777777777,46.4
0.6243230482961647,0.21739130434782608,0.9120879120879121,0.976721629485936,0.93,0.973697998532956,1.0,0.2529474812433012,0.5777777777777777,39.65
0.6453189657566585,0.2608695652173913,0.9120879120879121,0.973811833171678,0.91,0.9756889866918159,1.0,0.17041800643086819,0.5611111111111111,38.19
0.6335712500347155,0.30434782608695654,0.9120879120879121,0.9718719689621726,0.95,0.9757937755422823,1.0,0.18435155412647375,0.525,37.96
0.6515677507151387,0.34782608695652173,0.9120879120879121,0.9699321047526673,0.94,0.97774983408432,1.0,0.09217577706323687,0.5472222222222223,41.0
0.6573166328769406,0.391304347826087,0.9120879120879121,0.967992240543162,0.94,0.9790073002899157,1.0,0.04180064308681672,0.2388888888888889,43.92
0.6600660982586719,0.43478260869565216,0.9120879120879121,0.9660523763336566,0.98,0.9812777253833525,1.0,0.13933547695605575,0.3527777777777778,37.4
0.6668147860138307,0.4782608695652174,0.9120879120879121,0.965082444228904,0.99,0.982500261972126,1.0,0.14362272240085747,0.7777777777777778,31.77
0.6260727080845392,0.5217391304347826,0.9120879120879121,0.9660523763336566,0.96,0.9758287051591044,1.0,0.555198285101822,0.9972222222222222,31.21
0.5093454050601273,0.5652173913043478,0.9120879120879121,0.967992240543162,0.9,0.9564078382060148,1.0,0.4158628081457663,0.002777777777777778,28.96
0.4925986613714,0.6086956521739131,0.9120879120879121,0.9699321047526673,0.88,0.9529148765238045,1.0,0.3987138263665595,0.9361111111111111,27.27
0.46060488238398095,0.6521739130434783,0.9120879120879121,0.9699321047526673,0.87,0.94802473016871,1.0,0.46730975348338694,0.9472222222222222,28.63
0.4431082845002361,0.6956521739130435,0.9120879120879121,0.9728419010669254,0.77,0.9398162702155157,1.0,0.6077170418006431,0.8777777777777778,27.95
0.6528175077068348,0.8260869565217391,0.8901098901098901,0.988360814742968,0.59,0.9568968528415243,0.52,0.27009646302250806,0.4777777777777778,47.3
0.6630655150387426,0.8695652173913043,0.8901098901098901,0.988360814742968,0.57,0.9565824862901253,0.64,0.24758842443729903,0.4166666666666667,47.86
0.6670647374121699,0.9130434782608695,0.8901098901098901,0.9873908826382153,0.57,0.9571064305424568,0.76,0.2679528403001072,0.4222222222222222,47.97
0.6580664870719583,0.9565217391304348,0.8901098901098901,0.9873908826382153,0.63,0.9608089699255998,0.87,0.2754555198285102,0.3888888888888889,46.74
0.6275724164745745,1.0,0.8901098901098901,0.9873908826382153,0.68,0.9586433336826294,0.99,0.24758842443729903,0.3861111111111111,45.39
0.6055766934207237,0.0,0.9010989010989011,0.988360814742968,0.69,0.9565475566733033,0.99,0.2207931404072883,0.4222222222222222,45.05
0.5970783458771906,0.043478260869565216,0.9010989010989011,0.9893307468477207,0.7,0.955779105103217,1.0,0.21436227224008575,0.44166666666666665,43.92
0.5820812619768378,0.08695652173913043,0.9010989010989011,0.9893307468477207,0.72,0.9551503720004191,0.89,0.1682743837084673,0.5111111111111111,42.24
0.5523370455744717,0.13043478260869565,0.9010989010989011,0.9903006789524733,0.77,0.9543819204303329,0.77,0.15112540192926044,0.5527777777777778,40.21
